EnrollmentID,StudentID,CourseID,SemesterID,FacultyID,EnrollmentDate,EnrollmentStatus,FinalMark,LetterGrade,GradePoint,AttendancePercentage,PassedStatus,Academic Performance Category,Attendance Risk Level
E000947,STU0033,C037,S05,F042,2024-05-20,Completed,63.6,B,3.0,82.9,Passed,Good,Low Risk
E000948,STU0033,C033,S05,F013,2024-05-11,Completed,72.2,A-,3.5,71.9,Passed,Good,Moderate Risk
E000949,STU0033,C004,S05,F026,2024-05-07,Enrolled,50.4,C+,2.5,83.8,Passed,Satisfactory,Low Risk
E000950,STU0033,C041,S05,F041,2024-05-15,Enrolled,57.0,B-,2.75,82.4,Passed,Satisfactory,Low Risk
E000951,STU0033,C023,S01,F026,2023-01-02,Enrolled,48.1,C,2.25,81.0,Passed,Satisfactory,Low Risk
E000952,STU0033,C067,S01,F015,2023-01-18,Enrolled,51.3,C+,2.5,68.5,Passed,Satisfactory,Moderate Risk
E000953,STU0033,C005,S01,F015,2023-01-17,Completed,66.7,B+,3.25,72.9,Passed,Good,Moderate Risk
E000954,STU0033,C032,S01,F005,2023-01-13,Enrolled,60.2,B,3.0,62.8,Passed,Good,Moderate Risk
E000955,STU0033,C033,S01,F015,2023-01-18,Completed,38.4,F,0.0,98.6,Failed,At Risk,Low Risk
E000956,STU0034,C053,S02,F029,2023-05-04,Completed,45.3,C,2.25,70.4,Passed,Satisfactory,Moderate Risk
E000957,STU0034,C008,S02,F018,2023-05-16,Completed,85.5,A+,4.0,100.0,Passed,Excellent,Low Risk
E000958,STU0034,C038,S02,F024,2023-05-09,Completed,61.8,B,3.0,92.4,Passed,Good,Low Risk
E000959,STU0034,C059,S07,F018,2025-01-21,Completed,64.6,B,3.0,81.3,Passed,Good,Low Risk
E000960,STU0034,C031,S07,F030,2025-01-20,Completed,88.9,A+,4.0,93.3,Passed,Excellent,Low Risk
E000961,STU0034,C053,S07,F012,2025-01-15,Completed,81.1,A+,4.0,78.8,Passed,Excellent,Low Risk
E000962,STU0034,C065,S07,F010,2025-01-02,Enrolled,81.4,A+,4.0,83.6,Passed,Excellent,Low Risk
E000963,STU0034,C008,S07,F010,2025-01-11,Completed,54.6,C+,2.5,97.9,Passed,Satisfactory,Low Risk
E000964,STU0034,C053,S10,F048,2026-01-18,Completed,58.7,B-,2.75,72.2,Passed,Satisfactory,Moderate Risk
E000965,STU0034,C038,S10,F046,2026-01-05,Completed,85.9,A+,4.0,80.7,Passed,Excellent,Low Risk
E000966,STU0034,C031,S10,F029,2026-01-18,Completed,60.9,B,3.0,96.7,Passed,Good,Low Risk
E000967,STU0034,C059,S10,F029,2026-01-06,Completed,58.0,B-,2.75,100.0,Passed,Satisfactory,Low Risk
E000968,STU0034,C059,S06,F048,2024-09-17,Completed,74.6,A-,3.5,75.3,Passed,Excellent,Low Risk
E000969,STU0034,C038,S06,F030,2024-09-05,Completed,76.7,A,3.75,81.7,Passed,Excellent,Low Risk
E000970,STU0034,C008,S06,F012,2024-09-18,Completed,57.5,B-,2.75,70.5,Passed,Satisfactory,Moderate Risk
E000971,STU0034,C053,S06,F029,2024-09-13,Completed,74.4,A-,3.5,84.5,Passed,Excellent,Low Risk
E000972,STU0034,C053,S01,F048,2023-01-10,Completed,73.4,A-,3.5,88.9,Passed,Good,Low Risk
E000973,STU0034,C031,S01,F046,2023-01-05,Completed,78.7,A,3.75,70.6,Passed,Excellent,Moderate Risk
E000974,STU0034,C038,S01,F018,2023-01-05,Completed,78.9,A,3.75,84.1,Passed,Excellent,Low Risk
E000975,STU0034,C008,S01,F012,2023-01-03,Completed,68.2,B+,3.25,100.0,Passed,Good,Low Risk
E000976,STU0034,C059,S01,F030,2023-01-12,Withdrawn,67.1,B+,3.25,81.6,Passed,Good,Low Risk
E000977,STU0035,C032,S11,F015,2026-05-15,Withdrawn,89.1,A+,4.0,85.9,Passed,Excellent,Low Risk
E000978,STU0035,C033,S11,F005,2026-05-19,Completed,80.7,A+,4.0,90.5,Passed,Excellent,Low Risk
E000979,STU0035,C067,S11,F005,2026-05-02,Completed,47.4,C,2.25,79.0,Passed,Satisfactory,Low Risk
E000980,STU0035,C023,S11,F042,2026-05-15,Completed,84.6,A+,4.0,80.8,Passed,Excellent,Low Risk
E000981,STU0035,C041,S11,F042,2026-05-12,Completed,54.9,C+,2.5,87.3,Passed,Satisfactory,Low Risk
E000982,STU0035,C023,S06,F026,2024-09-01,Enrolled,78.6,A,3.75,81.1,Passed,Excellent,Low Risk
E000983,STU0035,C050,S06,F041,2024-09-09,Completed,59.3,B-,2.75,77.1,Passed,Good,Low Risk
E000984,STU0035,C067,S06,F031,2024-09-21,Completed,61.7,B,3.0,81.2,Passed,Good,Low Risk
E000985,STU0035,C010,S06,F041,2024-09-05,Completed,61.4,B,3.0,90.7,Passed,Good,Low Risk
E000986,STU0035,C041,S02,F015,2023-05-01,Completed,76.8,A,3.75,100.0,Passed,Excellent,Low Risk
E000987,STU0035,C004,S02,F031,2023-05-05,Enrolled,72.6,A-,3.5,58.7,Passed,Good,High Risk
E000988,STU0035,C014,S02,F026,2023-05-08,Completed,65.5,B+,3.25,76.4,Passed,Good,Low Risk
E000989,STU0035,C050,S02,F026,2023-05-02,Completed,76.1,A,3.75,87.5,Passed,Excellent,Low Risk
E000990,STU0035,C032,S08,F026,2025-05-10,Enrolled,58.9,B-,2.75,80.5,Passed,Satisfactory,Low Risk
E000991,STU0035,C010,S08,F031,2025-05-12,Completed,43.5,D,2.0,69.1,Passed,Satisfactory,Moderate Risk
E000992,STU0035,C004,S08,F031,2025-05-07,Completed,73.7,A-,3.5,99.3,Passed,Good,Low Risk
E000993,STU0035,C025,S08,F013,2025-05-01,Completed,44.8,D,2.0,81.8,Passed,Satisfactory,Low Risk
E000994,STU0035,C067,S08,F041,2025-05-08,Enrolled,65.1,B+,3.25,76.2,Passed,Good,Low Risk
E000995,STU0035,C014,S01,F013,2023-01-04,Completed,91.5,A+,4.0,84.6,Passed,Excellent,Low Risk
E000996,STU0035,C033,S01,F042,2023-01-17,Completed,73.8,A-,3.5,64.2,Passed,Good,Moderate Risk
E000997,STU0035,C041,S01,F005,2023-01-02,Completed,55.1,B-,2.75,100.0,Passed,Satisfactory,Low Risk
E000998,STU0035,C025,S01,F013,2023-01-03,Completed,72.9,A-,3.5,82.5,Passed,Good,Low Risk
E000999,STU0035,C041,S09,F026,2025-09-16,Completed,41.5,D,2.0,91.7,Passed,Satisfactory,Low Risk
E001000,STU0035,C025,S09,F026,2025-09-13,Enrolled,70.5,A-,3.5,86.3,Passed,Good,Low Risk
E001001,STU0035,C033,S09,F041,2025-09-05,Completed,79.8,A,3.75,93.0,Passed,Excellent,Low Risk
E001002,STU0036,C029,S08,F022,2025-05-02,Completed,80.3,A+,4.0,84.0,Passed,Excellent,Low Risk
E001003,STU0036,C001,S08,F025,2025-05-21,Completed,67.0,B+,3.25,100.0,Passed,Good,Low Risk
E001004,STU0036,C019,S08,F025,2025-05-04,Completed,89.1,A+,4.0,78.7,Passed,Excellent,Low Risk
E001005,STU0036,C057,S08,F022,2025-05-21,Completed,71.2,A-,3.5,75.0,Passed,Good,Low Risk
E001006,STU0036,C058,S06,F025,2024-09-09,Completed,68.0,B+,3.25,86.3,Passed,Good,Low Risk
E001007,STU0036,C003,S06,F025,2024-09-14,Withdrawn,71.7,A-,3.5,93.4,Passed,Good,Low Risk
E001008,STU0036,C029,S06,F025,2024-09-09,Completed,100.0,A+,4.0,70.1,Passed,Excellent,Moderate Risk
E001009,STU0036,C001,S06,F025,2024-09-20,Completed,63.0,B,3.0,83.6,Passed,Good,Low Risk
E001010,STU0036,C007,S11,F025,2026-05-07,Enrolled,67.8,B+,3.25,86.9,Passed,Good,Low Risk
E001011,STU0036,C058,S11,F025,2026-05-17,Completed,42.9,D,2.0,95.3,Passed,Satisfactory,Low Risk
E001012,STU0036,C029,S11,F025,2026-05-19,Completed,87.2,A+,4.0,76.3,Passed,Excellent,Low Risk
E001013,STU0036,C019,S01,F022,2023-01-19,Completed,76.3,A,3.75,73.1,Passed,Excellent,Moderate Risk
E001014,STU0036,C029,S01,F022,2023-01-15,Completed,40.9,D,2.0,74.4,Passed,Satisfactory,Low Risk
E001015,STU0036,C003,S01,F025,2023-01-09,Enrolled,42.3,D,2.0,78.8,Passed,Satisfactory,Low Risk
E001016,STU0036,C029,S07,F022,2025-01-21,Withdrawn,67.1,B+,3.25,83.8,Passed,Good,Low Risk
E001017,STU0036,C007,S07,F022,2025-01-13,Withdrawn,74.6,A-,3.5,77.2,Passed,Excellent,Low Risk
E001018,STU0036,C058,S07,F022,2025-01-03,Completed,88.6,A+,4.0,91.3,Passed,Excellent,Low Risk
E001019,STU0036,C003,S07,F022,2025-01-01,Completed,76.9,A,3.75,84.1,Passed,Excellent,Low Risk
E001020,STU0036,C019,S07,F022,2025-01-09,Completed,62.9,B,3.0,78.9,Passed,Good,Low Risk
E001021,STU0036,C019,S04,F022,2024-01-13,Enrolled,64.7,B,3.0,77.2,Passed,Good,Low Risk
E001022,STU0036,C029,S04,F022,2024-01-08,Completed,87.9,A+,4.0,72.2,Passed,Excellent,Moderate Risk
E001023,STU0036,C003,S04,F025,2024-01-18,Completed,86.1,A+,4.0,72.1,Passed,Excellent,Moderate Risk
E001024,STU0036,C057,S03,F025,2023-09-01,Completed,54.0,C+,2.5,56.9,Passed,Satisfactory,High Risk
E001025,STU0036,C007,S03,F022,2023-09-10,Completed,86.4,A+,4.0,85.9,Passed,Excellent,Low Risk
E001026,STU0036,C003,S03,F025,2023-09-05,Completed,80.3,A+,4.0,77.5,Passed,Excellent,Low Risk
E001027,STU0036,C029,S03,F025,2023-09-03,Enrolled,77.8,A,3.75,81.7,Passed,Excellent,Low Risk
E001028,STU0036,C019,S02,F022,2023-05-03,Completed,79.8,A,3.75,81.7,Passed,Excellent,Low Risk
E001029,STU0036,C003,S02,F022,2023-05-19,Completed,77.5,A,3.75,75.3,Passed,Excellent,Low Risk
E001030,STU0036,C057,S02,F025,2023-05-08,Completed,54.0,C+,2.5,83.3,Passed,Satisfactory,Low Risk
E001031,STU0036,C007,S02,F025,2023-05-08,Completed,69.9,B+,3.25,60.4,Passed,Good,Moderate Risk
E001032,STU0036,C003,S05,F025,2024-05-19,Completed,63.1,B,3.0,57.1,Passed,Good,High Risk
E001033,STU0036,C001,S05,F025,2024-05-06,Completed,67.4,B+,3.25,78.2,Passed,Good,Low Risk
E001034,STU0036,C057,S05,F022,2024-05-05,Completed,37.2,F,0.0,76.2,Failed,At Risk,Low Risk
E001035,STU0036,C019,S05,F022,2024-05-13,Completed,59.7,B-,2.75,56.4,Passed,Good,High Risk
E001036,STU0036,C007,S05,F022,2024-05-13,Completed,46.5,C,2.25,100.0,Passed,Satisfactory,Low Risk
E001037,STU0036,C019,S09,F022,2025-09-11,Withdrawn,76.1,A,3.75,86.1,Passed,Excellent,Low Risk
E001038,STU0036,C029,S09,F025,2025-09-19,Enrolled,85.7,A+,4.0,69.0,Passed,Excellent,Moderate Risk
E001039,STU0036,C001,S09,F025,2025-09-07,Completed,67.5,B+,3.25,100.0,Passed,Good,Low Risk
E001040,STU0036,C003,S09,F022,2025-09-08,Completed,79.2,A,3.75,74.8,Passed,Excellent,Low Risk
E001041,STU0036,C007,S09,F022,2025-09-17,Completed,79.1,A,3.75,74.7,Passed,Excellent,Low Risk
E001042,STU0037,C062,S05,F009,2024-05-09,Completed,66.3,B+,3.25,77.4,Passed,Good,Low Risk
E001043,STU0037,C035,S05,F009,2024-05-05,Completed,51.9,C+,2.5,82.6,Passed,Satisfactory,Low Risk
E001044,STU0037,C018,S05,F009,2024-05-05,Completed,64.2,B,3.0,64.3,Passed,Good,Moderate Risk
E001045,STU0037,C055,S05,F009,2024-05-11,Completed,51.6,C+,2.5,84.8,Passed,Satisfactory,Low Risk
E001046,STU0037,C062,S04,F032,2024-01-08,Enrolled,68.7,B+,3.25,95.0,Passed,Good,Low Risk
E001047,STU0037,C055,S04,F032,2024-01-10,Completed,83.6,A+,4.0,77.5,Passed,Excellent,Low Risk
E001048,STU0037,C018,S04,F016,2024-01-01,Enrolled,50.9,C+,2.5,95.9,Passed,Satisfactory,Low Risk
E001049,STU0037,C035,S04,F032,2024-01-12,Completed,50.7,C+,2.5,77.6,Passed,Satisfactory,Low Risk
E001050,STU0037,C035,S02,F016,2023-05-13,Enrolled,82.3,A+,4.0,85.0,Passed,Excellent,Low Risk
E001051,STU0037,C018,S02,F016,2023-05-07,Completed,65.3,B+,3.25,86.8,Passed,Good,Low Risk
E001052,STU0037,C062,S02,F009,2023-05-21,Completed,42.2,D,2.0,75.5,Passed,Satisfactory,Low Risk
E001053,STU0037,C055,S02,F032,2023-05-16,Completed,60.2,B,3.0,82.0,Passed,Good,Low Risk
E001054,STU0037,C055,S08,F032,2025-05-01,Withdrawn,84.6,A+,4.0,88.5,Passed,Excellent,Low Risk
E001055,STU0037,C062,S08,F009,2025-05-02,Completed,57.5,B-,2.75,80.9,Passed,Satisfactory,Low Risk
E001056,STU0037,C018,S08,F009,2025-05-07,Enrolled,57.3,B-,2.75,99.7,Passed,Satisfactory,Low Risk
E001057,STU0037,C035,S08,F009,2025-05-14,Completed,70.2,A-,3.5,69.0,Passed,Good,Moderate Risk
E001058,STU0037,C035,S07,F016,2025-01-21,Completed,74.0,A-,3.5,90.0,Passed,Good,Low Risk
E001059,STU0037,C055,S07,F032,2025-01-17,Completed,83.7,A+,4.0,70.1,Passed,Excellent,Moderate Risk
E001060,STU0037,C062,S07,F009,2025-01-20,Completed,53.4,C+,2.5,100.0,Passed,Satisfactory,Low Risk
E001061,STU0037,C018,S07,F032,2025-01-04,Completed,95.9,A+,4.0,99.4,Passed,Excellent,Low Risk
E001062,STU0037,C055,S01,F032,2023-01-19,Completed,71.7,A-,3.5,92.7,Passed,Good,Low Risk
E001063,STU0037,C018,S01,F009,2023-01-15,Completed,33.7,F,0.0,96.7,Failed,At Risk,Low Risk
E001064,STU0037,C062,S01,F009,2023-01-21,Completed,67.9,B+,3.25,77.9,Passed,Good,Low Risk
E001065,STU0037,C035,S01,F016,2023-01-08,Completed,83.7,A+,4.0,72.6,Passed,Excellent,Moderate Risk
E001066,STU0037,C018,S11,F032,2026-05-01,Enrolled,81.5,A+,4.0,84.2,Passed,Excellent,Low Risk
E001067,STU0037,C062,S11,F032,2026-05-14,Enrolled,41.4,D,2.0,75.4,Passed,Satisfactory,Low Risk
E001068,STU0037,C035,S11,F032,2026-05-11,Enrolled,100.0,A+,4.0,89.1,Passed,Excellent,Low Risk
E001069,STU0037,C055,S11,F032,2026-05-06,Completed,70.9,A-,3.5,79.4,Passed,Good,Low Risk
E001070,STU0037,C062,S03,F032,2023-09-08,Completed,65.6,B+,3.25,81.7,Passed,Good,Low Risk
E001071,STU0037,C018,S03,F016,2023-09-11,Completed,78.8,A,3.75,75.3,Passed,Excellent,Low Risk
E001072,STU0037,C035,S03,F016,2023-09-10,Enrolled,76.8,A,3.75,85.0,Passed,Excellent,Low Risk
E001073,STU0037,C055,S03,F016,2023-09-02,Completed,79.7,A,3.75,99.2,Passed,Excellent,Low Risk
E001074,STU0037,C055,S06,F009,2024-09-04,Completed,89.4,A+,4.0,97.3,Passed,Excellent,Low Risk
E001075,STU0037,C018,S06,F009,2024-09-08,Completed,69.5,B+,3.25,67.9,Passed,Good,Moderate Risk
E001076,STU0037,C035,S06,F016,2024-09-05,Enrolled,55.2,B-,2.75,79.0,Passed,Satisfactory,Low Risk
E001077,STU0037,C062,S06,F032,2024-09-17,Completed,59.9,B-,2.75,85.9,Passed,Good,Low Risk
E001078,STU0038,C017,S01,F004,2023-01-15,Completed,73.9,A-,3.5,71.3,Passed,Good,Moderate Risk
E001079,STU0038,C002,S01,F002,2023-01-09,Withdrawn,80.6,A+,4.0,89.8,Passed,Excellent,Low Risk
E001080,STU0038,C039,S01,F002,2023-01-12,Enrolled,70.1,A-,3.5,66.9,Passed,Good,Moderate Risk
E001081,STU0038,C016,S01,F004,2023-01-12,Completed,89.1,A+,4.0,75.8,Passed,Excellent,Low Risk
E001082,STU0038,C052,S05,F014,2024-05-06,Withdrawn,81.6,A+,4.0,84.6,Passed,Excellent,Low Risk
E001083,STU0038,C039,S05,F021,2024-05-19,Completed,57.5,B-,2.75,80.5,Passed,Satisfactory,Low Risk
E001084,STU0038,C017,S05,F004,2024-05-03,Enrolled,62.8,B,3.0,64.2,Passed,Good,Moderate Risk
E001085,STU0038,C002,S05,F002,2024-05-03,Completed,62.7,B,3.0,73.9,Passed,Good,Moderate Risk
E001086,STU0038,C016,S05,F014,2024-05-05,Completed,52.7,C+,2.5,67.4,Passed,Satisfactory,Moderate Risk
E001087,STU0038,C052,S08,F021,2025-05-20,Completed,60.6,B,3.0,89.6,Passed,Good,Low Risk
E001088,STU0038,C063,S08,F002,2025-05-10,Completed,64.9,B,3.0,100.0,Passed,Good,Low Risk
E001089,STU0038,C016,S08,F014,2025-05-12,Completed,44.7,D,2.0,82.3,Passed,Satisfactory,Low Risk
E001090,STU0038,C039,S04,F011,2024-01-14,Completed,67.1,B+,3.25,73.1,Passed,Good,Moderate Risk
E001091,STU0038,C016,S04,F011,2024-01-08,Completed,45.1,C,2.25,92.7,Passed,Satisfactory,Low Risk
E001092,STU0038,C063,S04,F014,2024-01-10,Completed,57.9,B-,2.75,77.3,Passed,Satisfactory,Low Risk
E001093,STU0038,C002,S04,F014,2024-01-05,Completed,73.8,A-,3.5,88.7,Passed,Good,Low Risk
E001094,STU0038,C052,S07,F021,2025-01-10,Completed,44.9,D,2.0,92.6,Passed,Satisfactory,Low Risk
E001095,STU0038,C017,S07,F014,2025-01-17,Completed,62.9,B,3.0,100.0,Passed,Good,Low Risk
E001096,STU0038,C039,S07,F002,2025-01-19,Completed,61.9,B,3.0,80.8,Passed,Good,Low Risk
E001097,STU0038,C063,S11,F014,2026-05-09,Completed,87.9,A+,4.0,98.2,Passed,Excellent,Low Risk
E001098,STU0038,C039,S11,F011,2026-05-02,Completed,53.5,C+,2.5,66.0,Passed,Satisfactory,Moderate Risk
E001099,STU0038,C052,S11,F011,2026-05-01,Withdrawn,53.6,C+,2.5,82.0,Passed,Satisfactory,Low Risk
E001100,STU0038,C016,S11,F002,2026-05-17,Enrolled,86.0,A+,4.0,93.3,Passed,Excellent,Low Risk
E001101,STU0038,C017,S11,F014,2026-05-08,Completed,78.3,A,3.75,80.8,Passed,Excellent,Low Risk
E001102,STU0038,C039,S09,F014,2025-09-17,Completed,100.0,A+,4.0,83.3,Passed,Excellent,Low Risk
E001103,STU0038,C017,S09,F002,2025-09-08,Completed,71.0,A-,3.5,99.8,Passed,Good,Low Risk
E001104,STU0038,C002,S09,F014,2025-09-08,Completed,80.9,A+,4.0,69.4,Passed,Excellent,Moderate Risk
E001105,STU0038,C016,S09,F021,2025-09-18,Completed,78.4,A,3.75,96.8,Passed,Excellent,Low Risk
E001106,STU0038,C063,S09,F004,2025-09-07,Completed,53.8,C+,2.5,84.8,Passed,Satisfactory,Low Risk
E001107,STU0038,C016,S02,F002,2023-05-20,Completed,59.1,B-,2.75,78.1,Passed,Good,Low Risk
E001108,STU0038,C063,S02,F014,2023-05-10,Completed,83.2,A+,4.0,69.5,Passed,Excellent,Moderate Risk
E001109,STU0038,C002,S02,F011,2023-05-19,Enrolled,83.2,A+,4.0,68.0,Passed,Excellent,Moderate Risk
E001110,STU0038,C039,S02,F014,2023-05-14,Completed,73.3,A-,3.5,75.3,Passed,Good,Low Risk
E001111,STU0038,C052,S06,F004,2024-09-11,Enrolled,60.4,B,3.0,83.3,Passed,Good,Low Risk
E001112,STU0038,C063,S06,F004,2024-09-19,Enrolled,98.3,A+,4.0,100.0,Passed,Excellent,Low Risk
E001113,STU0038,C017,S06,F021,2024-09-04,Enrolled,72.6,A-,3.5,72.1,Passed,Good,Moderate Risk
E001114,STU0038,C016,S06,F011,2024-09-19,Completed,72.6,A-,3.5,75.3,Passed,Good,Low Risk
E001115,STU0039,C058,S05,F025,2024-05-21,Enrolled,63.5,B,3.0,54.1,Passed,Good,High Risk
E001116,STU0039,C003,S05,F022,2024-05-15,Completed,100.0,A+,4.0,83.2,Passed,Excellent,Low Risk
E001117,STU0039,C001,S05,F025,2024-05-10,Completed,63.5,B,3.0,100.0,Passed,Good,Low Risk
E001118,STU0039,C057,S05,F025,2024-05-19,Completed,49.4,C,2.25,88.9,Passed,Satisfactory,Low Risk
E001119,STU0039,C019,S05,F022,2024-05-13,Enrolled,34.7,F,0.0,80.9,Failed,At Risk,Low Risk
E001120,STU0039,C001,S06,F025,2024-09-01,Completed,65.9,B+,3.25,100.0,Passed,Good,Low Risk
E001121,STU0039,C029,S06,F022,2024-09-17,Completed,64.3,B,3.0,69.3,Passed,Good,Moderate Risk
E001122,STU0039,C057,S06,F025,2024-09-12,Completed,64.8,B,3.0,64.6,Passed,Good,Moderate Risk
E001123,STU0039,C058,S06,F025,2024-09-13,Completed,87.6,A+,4.0,83.2,Passed,Excellent,Low Risk
E001124,STU0039,C007,S10,F022,2026-01-15,Enrolled,63.1,B,3.0,96.3,Passed,Good,Low Risk
E001125,STU0039,C057,S10,F025,2026-01-18,Completed,60.5,B,3.0,81.0,Passed,Good,Low Risk
E001126,STU0039,C058,S10,F022,2026-01-17,Completed,87.6,A+,4.0,71.1,Passed,Excellent,Moderate Risk
E001127,STU0039,C029,S10,F025,2026-01-13,Enrolled,65.7,B+,3.25,93.2,Passed,Good,Low Risk
E001128,STU0039,C001,S02,F022,2023-05-04,Completed,74.3,A-,3.5,71.4,Passed,Excellent,Moderate Risk
E001129,STU0039,C007,S02,F025,2023-05-13,Completed,66.3,B+,3.25,84.0,Passed,Good,Low Risk
E001130,STU0039,C019,S02,F022,2023-05-09,Completed,57.8,B-,2.75,82.8,Passed,Satisfactory,Low Risk
E001131,STU0039,C007,S07,F025,2025-01-13,Completed,47.1,C,2.25,65.3,Passed,Satisfactory,Moderate Risk
E001132,STU0039,C029,S07,F022,2025-01-04,Completed,100.0,A+,4.0,85.6,Passed,Excellent,Low Risk
E001133,STU0039,C019,S07,F025,2025-01-10,Withdrawn,73.6,A-,3.5,64.2,Passed,Good,Moderate Risk
E001134,STU0039,C007,S08,F025,2025-05-03,Enrolled,38.8,F,0.0,62.6,Failed,At Risk,Moderate Risk
E001135,STU0039,C003,S08,F022,2025-05-11,Completed,66.1,B+,3.25,77.8,Passed,Good,Low Risk
E001136,STU0039,C019,S08,F025,2025-05-11,Enrolled,65.5,B+,3.25,81.5,Passed,Good,Low Risk
E001137,STU0039,C029,S08,F025,2025-05-04,Completed,40.3,D,2.0,85.9,Passed,Satisfactory,Low Risk
E001138,STU0039,C058,S08,F025,2025-05-11,Completed,81.8,A+,4.0,79.6,Passed,Excellent,Low Risk
E001139,STU0039,C007,S11,F022,2026-05-17,Enrolled,77.3,A,3.75,100.0,Passed,Excellent,Low Risk
E001140,STU0039,C019,S11,F025,2026-05-20,Completed,95.6,A+,4.0,89.2,Passed,Excellent,Low Risk
E001141,STU0039,C057,S11,F022,2026-05-20,Enrolled,26.1,F,0.0,84.1,Failed,At Risk,Low Risk
E001142,STU0039,C003,S11,F022,2026-05-02,Completed,53.4,C+,2.5,87.4,Passed,Satisfactory,Low Risk
E001143,STU0040,C002,S11,F011,2026-05-14,Completed,65.5,B+,3.25,70.7,Passed,Good,Moderate Risk
E001144,STU0040,C052,S11,F021,2026-05-18,Enrolled,87.6,A+,4.0,64.3,Passed,Excellent,Moderate Risk
E001145,STU0040,C039,S11,F002,2026-05-08,Completed,98.2,A+,4.0,82.2,Passed,Excellent,Low Risk
E001146,STU0040,C017,S11,F021,2026-05-21,Completed,71.7,A-,3.5,87.7,Passed,Good,Low Risk
E001147,STU0040,C039,S06,F021,2024-09-12,Completed,83.7,A+,4.0,82.0,Passed,Excellent,Low Risk
E001148,STU0040,C002,S06,F021,2024-09-08,Enrolled,42.9,D,2.0,67.4,Passed,Satisfactory,Moderate Risk
E001149,STU0040,C052,S06,F002,2024-09-02,Completed,63.4,B,3.0,93.7,Passed,Good,Low Risk
E001150,STU0040,C016,S06,F002,2024-09-03,Completed,81.4,A+,4.0,90.5,Passed,Excellent,Low Risk
E001151,STU0040,C017,S06,F004,2024-09-11,Completed,53.0,C+,2.5,90.1,Passed,Satisfactory,Low Risk
E001152,STU0040,C039,S01,F011,2023-01-14,Completed,87.8,A+,4.0,94.1,Passed,Excellent,Low Risk
E001153,STU0040,C063,S01,F011,2023-01-03,Completed,62.6,B,3.0,86.7,Passed,Good,Low Risk
E001154,STU0040,C002,S01,F014,2023-01-03,Completed,44.8,D,2.0,84.7,Passed,Satisfactory,Low Risk
E001155,STU0040,C017,S05,F021,2024-05-01,Withdrawn,72.2,A-,3.5,88.4,Passed,Good,Low Risk
E001156,STU0040,C039,S05,F021,2024-05-05,Completed,77.6,A,3.75,86.6,Passed,Excellent,Low Risk
E001157,STU0040,C002,S05,F014,2024-05-18,Completed,60.9,B,3.0,97.7,Passed,Good,Low Risk
E001158,STU0040,C016,S05,F002,2024-05-07,Completed,84.4,A+,4.0,84.2,Passed,Excellent,Low Risk
E001159,STU0040,C063,S07,F021,2025-01-17,Completed,69.7,B+,3.25,69.0,Passed,Good,Moderate Risk
E001160,STU0040,C002,S07,F021,2025-01-20,Completed,74.4,A-,3.5,82.4,Passed,Excellent,Low Risk
E001161,STU0040,C016,S07,F014,2025-01-12,Completed,68.8,B+,3.25,95.2,Passed,Good,Low Risk
E001162,STU0040,C052,S10,F004,2026-01-03,Completed,73.7,A-,3.5,96.1,Passed,Good,Low Risk
E001163,STU0040,C039,S10,F002,2026-01-20,Completed,19.2,F,0.0,78.7,Failed,At Risk,Low Risk
E001164,STU0040,C063,S10,F004,2026-01-14,Completed,76.9,A,3.75,84.7,Passed,Excellent,Low Risk
E001165,STU0040,C017,S10,F014,2026-01-06,Withdrawn,62.3,B,3.0,85.2,Passed,Good,Low Risk
E001166,STU0040,C063,S09,F014,2025-09-19,Completed,62.0,B,3.0,85.7,Passed,Good,Low Risk
E001167,STU0040,C039,S09,F002,2025-09-06,Completed,78.5,A,3.75,76.3,Passed,Excellent,Low Risk
E001168,STU0040,C017,S09,F011,2025-09-10,Completed,66.5,B+,3.25,95.2,Passed,Good,Low Risk
E001169,STU0040,C052,S09,F011,2025-09-05,Completed,68.0,B+,3.25,82.7,Passed,Good,Low Risk
E001170,STU0040,C016,S08,F021,2025-05-21,Completed,66.7,B+,3.25,96.9,Passed,Good,Low Risk
E001171,STU0040,C052,S08,F014,2025-05-04,Completed,45.1,C,2.25,70.2,Passed,Satisfactory,Moderate Risk
E001172,STU0040,C017,S08,F021,2025-05-09,Completed,74.4,A-,3.5,92.7,Passed,Excellent,Low Risk
E001173,STU0040,C016,S03,F002,2023-09-15,Completed,76.8,A,3.75,89.2,Passed,Excellent,Low Risk
E001174,STU0040,C002,S03,F021,2023-09-18,Completed,59.7,B-,2.75,71.6,Passed,Good,Moderate Risk
E001175,STU0040,C063,S03,F004,2023-09-05,Completed,63.2,B,3.0,68.1,Passed,Good,Moderate Risk
E001176,STU0041,C065,S02,F030,2023-05-15,Withdrawn,71.6,A-,3.5,52.9,Passed,Good,High Risk
E001177,STU0041,C059,S02,F030,2023-05-21,Enrolled,79.1,A,3.75,65.0,Passed,Excellent,Moderate Risk
E001178,STU0041,C031,S02,F012,2023-05-02,Completed,51.2,C+,2.5,63.7,Passed,Satisfactory,Moderate Risk
E001179,STU0041,C053,S02,F030,2023-05-01,Completed,46.8,C,2.25,86.7,Passed,Satisfactory,Low Risk
E001180,STU0041,C008,S02,F030,2023-05-09,Withdrawn,48.5,C,2.25,73.9,Passed,Satisfactory,Moderate Risk
