EnrollmentID,StudentID,CourseID,SemesterID,FacultyID,EnrollmentDate,EnrollmentStatus,FinalMark,LetterGrade,GradePoint,AttendancePercentage,PassedStatus
E003464,STU0125,C043,S02,F047,2023-05-14,Completed,77.4,A,3.75,66.4,Passed
E003465,STU0125,C022,S02,F007,2023-05-15,Enrolled,52.8,C+,2.5,56.0,Passed
E003466,STU0125,C043,S03,F003,2023-09-19,Completed,67.1,B+,3.25,78.1,Passed
E003467,STU0125,C022,S03,F040,2023-09-09,Completed,65.5,B+,3.25,89.6,Passed
E003468,STU0125,C061,S03,F033,2023-09-19,Enrolled,71.3,A-,3.5,86.4,Passed
E003469,STU0125,C054,S03,F006,2023-09-09,Completed,67.0,B+,3.25,76.9,Passed
E003470,STU0125,C043,S04,F019,2024-01-09,Completed,60.4,B,3.0,71.7,Passed
E003471,STU0125,C012,S04,F040,2024-01-08,Completed,78.2,A,3.75,85.7,Passed
E003472,STU0125,C054,S04,F007,2024-01-11,Completed,87.3,A+,4.0,72.4,Passed
E003473,STU0125,C024,S04,F049,2024-01-06,Completed,67.9,B+,3.25,92.6,Passed
E003474,STU0125,C061,S04,F036,2024-01-16,Completed,68.5,B+,3.25,81.1,Passed
E003475,STU0125,C066,S10,F040,2026-01-08,Completed,55.2,B-,2.75,64.1,Passed
E003476,STU0125,C061,S10,F049,2026-01-09,Completed,81.9,A+,4.0,69.7,Passed
E003477,STU0125,C054,S10,F047,2026-01-15,Enrolled,100.0,A+,4.0,86.5,Passed
E003478,STU0125,C024,S10,F036,2026-01-17,Enrolled,33.2,F,0.0,72.1,Failed
E003479,STU0125,C022,S10,F003,2026-01-12,Completed,69.3,B+,3.25,79.8,Passed
E003480,STU0125,C066,S09,F003,2025-09-19,Completed,44.3,D,2.0,85.3,Passed
E003481,STU0125,C024,S09,F033,2025-09-17,Enrolled,86.2,A+,4.0,100.0,Passed
E003482,STU0125,C043,S09,F049,2025-09-05,Completed,56.8,B-,2.75,95.6,Passed
E003483,STU0125,C054,S09,F040,2025-09-14,Completed,49.9,C,2.25,86.4,Passed
E003484,STU0125,C054,S01,F040,2023-01-06,Completed,95.1,A+,4.0,81.0,Passed
E003485,STU0125,C066,S01,F006,2023-01-21,Completed,87.0,A+,4.0,96.0,Passed
E003486,STU0125,C024,S01,F049,2023-01-07,Completed,62.8,B,3.0,77.4,Passed
E003487,STU0126,C035,S02,F032,2023-05-12,Enrolled,81.8,A+,4.0,84.3,Passed
E003488,STU0126,C055,S02,F016,2023-05-10,Completed,73.2,A-,3.5,80.1,Passed
E003489,STU0126,C062,S02,F032,2023-05-11,Completed,70.2,A-,3.5,89.8,Passed
E003490,STU0126,C018,S02,F016,2023-05-13,Completed,77.4,A,3.75,100.0,Passed
E003491,STU0126,C055,S06,F032,2024-09-04,Completed,63.2,B,3.0,76.9,Passed
E003492,STU0126,C018,S06,F032,2024-09-12,Completed,95.4,A+,4.0,84.4,Passed
E003493,STU0126,C062,S06,F016,2024-09-19,Completed,70.0,B+,3.25,79.5,Passed
E003494,STU0126,C035,S06,F016,2024-09-02,Enrolled,89.0,A+,4.0,59.7,Passed
E003495,STU0126,C018,S04,F016,2024-01-06,Completed,79.3,A,3.75,100.0,Passed
E003496,STU0126,C055,S04,F032,2024-01-05,Completed,76.5,A,3.75,88.8,Passed
E003497,STU0126,C062,S04,F032,2024-01-10,Completed,55.9,B-,2.75,85.2,Passed
E003498,STU0126,C018,S09,F016,2025-09-10,Completed,61.3,B,3.0,73.8,Passed
E003499,STU0126,C055,S09,F009,2025-09-21,Completed,54.0,C+,2.5,61.9,Passed
E003500,STU0126,C062,S09,F009,2025-09-01,Enrolled,68.9,B+,3.25,65.9,Passed
E003501,STU0126,C035,S09,F016,2025-09-06,Enrolled,60.1,B,3.0,90.3,Passed
E003502,STU0127,C001,S02,F025,2023-05-15,Completed,62.6,B,3.0,79.4,Passed
E003503,STU0127,C057,S02,F022,2023-05-20,Completed,94.7,A+,4.0,85.7,Passed
E003504,STU0127,C019,S02,F025,2023-05-12,Enrolled,80.9,A+,4.0,85.2,Passed
E003505,STU0127,C057,S08,F022,2025-05-14,Withdrawn,64.3,B,3.0,81.4,Passed
E003506,STU0127,C001,S08,F025,2025-05-17,Completed,83.6,A+,4.0,94.7,Passed
E003507,STU0127,C007,S08,F025,2025-05-21,Completed,96.2,A+,4.0,84.3,Passed
E003508,STU0127,C029,S08,F025,2025-05-09,Withdrawn,47.7,C,2.25,93.6,Passed
E003509,STU0127,C003,S08,F025,2025-05-03,Completed,75.7,A,3.75,83.6,Passed
E003510,STU0127,C019,S09,F025,2025-09-16,Completed,83.8,A+,4.0,88.7,Passed
E003511,STU0127,C058,S09,F022,2025-09-21,Completed,65.6,B+,3.25,97.3,Passed
E003512,STU0127,C001,S09,F022,2025-09-11,Enrolled,61.5,B,3.0,78.4,Passed
E003513,STU0127,C003,S09,F025,2025-09-20,Completed,86.9,A+,4.0,77.7,Passed
E003514,STU0127,C007,S04,F025,2024-01-01,Withdrawn,59.3,B-,2.75,74.3,Passed
E003515,STU0127,C001,S04,F025,2024-01-01,Completed,57.9,B-,2.75,72.0,Passed
E003516,STU0127,C057,S04,F022,2024-01-17,Completed,95.0,A+,4.0,75.1,Passed
E003517,STU0127,C019,S04,F025,2024-01-06,Completed,63.8,B,3.0,93.5,Passed
E003518,STU0127,C003,S04,F025,2024-01-03,Completed,86.6,A+,4.0,91.1,Passed
E003519,STU0127,C007,S03,F025,2023-09-06,Completed,52.2,C+,2.5,91.4,Passed
E003520,STU0127,C058,S03,F025,2023-09-13,Enrolled,54.5,C+,2.5,50.9,Passed
E003521,STU0127,C003,S03,F025,2023-09-04,Completed,84.4,A+,4.0,49.6,Passed
E003522,STU0127,C029,S03,F025,2023-09-04,Completed,100.0,A+,4.0,73.3,Passed
E003523,STU0127,C003,S11,F022,2026-05-09,Completed,66.6,B+,3.25,73.4,Passed
E003524,STU0127,C057,S11,F022,2026-05-15,Completed,49.4,C,2.25,67.1,Passed
E003525,STU0127,C058,S11,F022,2026-05-19,Completed,89.9,A+,4.0,86.5,Passed
E003526,STU0127,C001,S11,F025,2026-05-05,Completed,71.7,A-,3.5,100.0,Passed
E003527,STU0127,C019,S11,F025,2026-05-10,Completed,46.9,C,2.25,69.6,Passed
E003528,STU0127,C003,S10,F022,2026-01-04,Completed,72.4,A-,3.5,86.5,Passed
E003529,STU0127,C019,S10,F025,2026-01-08,Completed,72.5,A-,3.5,89.6,Passed
E003530,STU0127,C001,S10,F022,2026-01-02,Completed,100.0,A+,4.0,76.3,Passed
E003531,STU0127,C029,S10,F022,2026-01-18,Withdrawn,68.6,B+,3.25,66.1,Passed
E003532,STU0127,C058,S10,F022,2026-01-03,Completed,62.4,B,3.0,100.0,Passed
E003533,STU0127,C003,S07,F025,2025-01-21,Enrolled,47.8,C,2.25,69.4,Passed
E003534,STU0127,C058,S07,F022,2025-01-09,Completed,71.1,A-,3.5,81.3,Passed
E003535,STU0127,C007,S07,F022,2025-01-09,Completed,64.4,B,3.0,88.5,Passed
E003536,STU0128,C041,S01,F042,2023-01-18,Completed,39.0,F,0.0,89.5,Failed
E003537,STU0128,C014,S01,F041,2023-01-01,Completed,53.3,C+,2.5,70.5,Passed
E003538,STU0128,C004,S01,F015,2023-01-13,Completed,56.1,B-,2.75,74.8,Passed
E003539,STU0128,C023,S01,F041,2023-01-13,Completed,59.6,B-,2.75,100.0,Passed
E003540,STU0128,C033,S01,F005,2023-01-05,Completed,96.7,A+,4.0,91.9,Passed
E003541,STU0128,C004,S05,F042,2024-05-08,Completed,92.8,A+,4.0,74.1,Passed
E003542,STU0128,C010,S05,F005,2024-05-17,Completed,89.5,A+,4.0,86.1,Passed
E003543,STU0128,C050,S05,F013,2024-05-02,Completed,47.1,C,2.25,95.2,Passed
E003544,STU0128,C025,S05,F015,2024-05-04,Completed,84.3,A+,4.0,83.3,Passed
E003545,STU0128,C005,S06,F042,2024-09-10,Completed,76.2,A,3.75,100.0,Passed
E003546,STU0128,C025,S06,F005,2024-09-14,Completed,62.2,B,3.0,94.0,Passed
E003547,STU0128,C037,S06,F026,2024-09-19,Withdrawn,59.6,B-,2.75,76.9,Passed
E003548,STU0128,C010,S06,F015,2024-09-13,Completed,69.2,B+,3.25,80.5,Passed
E003549,STU0128,C033,S06,F005,2024-09-09,Completed,46.9,C,2.25,95.4,Passed
E003550,STU0128,C050,S04,F026,2024-01-09,Completed,72.1,A-,3.5,78.8,Passed
E003551,STU0128,C004,S04,F031,2024-01-21,Completed,66.3,B+,3.25,98.3,Passed
E003552,STU0128,C023,S04,F042,2024-01-01,Completed,57.9,B-,2.75,97.5,Passed
E003553,STU0128,C033,S03,F026,2023-09-16,Completed,55.6,B-,2.75,60.0,Passed
E003554,STU0128,C037,S03,F013,2023-09-20,Completed,76.5,A,3.75,88.5,Passed
E003555,STU0128,C014,S03,F042,2023-09-01,Completed,57.1,B-,2.75,82.7,Passed
E003556,STU0128,C010,S03,F005,2023-09-19,Completed,47.8,C,2.25,97.4,Passed
E003557,STU0129,C012,S06,F040,2024-09-07,Completed,27.4,F,0.0,79.0,Failed
E003558,STU0129,C066,S06,F003,2024-09-21,Withdrawn,72.5,A-,3.5,100.0,Passed
E003559,STU0129,C054,S06,F033,2024-09-09,Completed,76.4,A,3.75,76.7,Passed
E003560,STU0129,C043,S06,F040,2024-09-21,Completed,67.4,B+,3.25,74.8,Passed
E003561,STU0129,C061,S06,F006,2024-09-04,Completed,48.7,C,2.25,83.6,Passed
E003562,STU0129,C061,S09,F007,2025-09-01,Completed,45.1,C,2.25,79.4,Passed
E003563,STU0129,C054,S09,F019,2025-09-04,Completed,43.3,D,2.0,78.1,Passed
E003564,STU0129,C043,S09,F049,2025-09-19,Withdrawn,60.6,B,3.0,77.8,Passed
E003565,STU0129,C043,S11,F006,2026-05-08,Withdrawn,70.5,A-,3.5,96.8,Passed
E003566,STU0129,C054,S11,F049,2026-05-15,Completed,56.0,B-,2.75,69.1,Passed
E003567,STU0129,C066,S11,F040,2026-05-11,Completed,44.8,D,2.0,97.7,Passed
E003568,STU0129,C024,S11,F003,2026-05-08,Completed,62.1,B,3.0,78.2,Passed
E003569,STU0129,C012,S02,F003,2023-05-13,Completed,52.5,C+,2.5,100.0,Passed
E003570,STU0129,C066,S02,F033,2023-05-18,Completed,60.1,B,3.0,82.7,Passed
E003571,STU0129,C043,S02,F007,2023-05-21,Completed,86.6,A+,4.0,93.0,Passed
E003572,STU0129,C061,S02,F033,2023-05-13,Completed,100.0,A+,4.0,83.4,Passed
E003573,STU0129,C022,S02,F019,2023-05-05,Completed,47.5,C,2.25,98.4,Passed
E003574,STU0129,C024,S01,F036,2023-01-06,Completed,84.5,A+,4.0,77.4,Passed
E003575,STU0129,C043,S01,F006,2023-01-06,Completed,76.4,A,3.75,100.0,Passed
E003576,STU0129,C061,S01,F033,2023-01-06,Enrolled,62.0,B,3.0,62.2,Passed
E003577,STU0129,C066,S03,F047,2023-09-07,Completed,76.2,A,3.75,71.3,Passed
E003578,STU0129,C012,S03,F003,2023-09-14,Completed,75.1,A,3.75,91.6,Passed
E003579,STU0129,C024,S03,F007,2023-09-19,Completed,59.1,B-,2.75,79.7,Passed
E003580,STU0129,C022,S03,F040,2023-09-16,Withdrawn,55.3,B-,2.75,93.4,Passed
E003581,STU0129,C061,S03,F049,2023-09-21,Completed,63.6,B,3.0,72.5,Passed
E003582,STU0129,C022,S04,F007,2024-01-03,Completed,63.4,B,3.0,71.6,Passed
E003583,STU0129,C024,S04,F033,2024-01-07,Completed,78.1,A,3.75,61.3,Passed
E003584,STU0129,C054,S04,F047,2024-01-03,Completed,78.0,A,3.75,86.3,Passed
E003585,STU0129,C066,S04,F047,2024-01-08,Enrolled,58.6,B-,2.75,100.0,Passed
E003586,STU0130,C004,S11,F041,2026-05-07,Completed,78.6,A,3.75,77.5,Passed
E003587,STU0130,C014,S11,F013,2026-05-09,Completed,74.4,A-,3.5,80.7,Passed
E003588,STU0130,C032,S11,F015,2026-05-17,Completed,53.0,C+,2.5,90.6,Passed
E003589,STU0130,C067,S11,F042,2026-05-02,Completed,83.7,A+,4.0,81.1,Passed
E003590,STU0130,C041,S06,F005,2024-09-06,Completed,75.0,A,3.75,74.2,Passed
E003591,STU0130,C032,S06,F042,2024-09-08,Completed,54.5,C+,2.5,87.6,Passed
E003592,STU0130,C023,S06,F005,2024-09-10,Completed,64.9,B,3.0,82.6,Passed
E003593,STU0130,C037,S05,F026,2024-05-15,Enrolled,62.6,B,3.0,100.0,Passed
E003594,STU0130,C010,S05,F015,2024-05-19,Enrolled,85.4,A+,4.0,93.5,Passed
E003595,STU0130,C005,S05,F041,2024-05-14,Enrolled,49.5,C,2.25,93.0,Passed
E003596,STU0130,C067,S07,F041,2025-01-07,Completed,65.9,B+,3.25,100.0,Passed
E003597,STU0130,C041,S07,F041,2025-01-06,Completed,59.1,B-,2.75,82.4,Passed
E003598,STU0130,C033,S07,F015,2025-01-04,Completed,53.1,C+,2.5,85.9,Passed
E003599,STU0130,C010,S01,F041,2023-01-07,Completed,80.1,A+,4.0,91.5,Passed
E003600,STU0130,C014,S01,F042,2023-01-19,Completed,63.0,B,3.0,100.0,Passed
E003601,STU0130,C033,S01,F013,2023-01-02,Completed,83.9,A+,4.0,90.4,Passed
E003602,STU0130,C067,S01,F013,2023-01-01,Completed,56.2,B-,2.75,73.5,Passed
E003603,STU0130,C050,S03,F031,2023-09-19,Completed,62.5,B,3.0,72.4,Passed
E003604,STU0130,C014,S03,F015,2023-09-14,Completed,49.3,C,2.25,98.3,Passed
E003605,STU0130,C025,S03,F005,2023-09-11,Completed,67.6,B+,3.25,98.5,Passed
E003606,STU0130,C004,S03,F041,2023-09-02,Completed,48.3,C,2.25,90.8,Passed
E003607,STU0131,C034,S04,F008,2024-01-15,Completed,70.9,A-,3.5,100.0,Passed
E003608,STU0131,C006,S04,F008,2024-01-11,Completed,44.5,D,2.0,62.1,Passed
E003609,STU0131,C060,S04,F044,2024-01-20,Completed,36.3,F,0.0,80.7,Failed
E003610,STU0131,C026,S04,F017,2024-01-07,Enrolled,51.5,C+,2.5,70.7,Passed
E003611,STU0131,C011,S04,F017,2024-01-16,Completed,88.6,A+,4.0,68.8,Passed
E003612,STU0131,C060,S11,F017,2026-05-05,Completed,52.0,C+,2.5,88.3,Passed
E003613,STU0131,C006,S11,F044,2026-05-02,Enrolled,82.9,A+,4.0,65.4,Passed
E003614,STU0131,C034,S11,F044,2026-05-18,Completed,94.1,A+,4.0,79.0,Passed
E003615,STU0131,C026,S10,F008,2026-01-05,Enrolled,90.5,A+,4.0,71.5,Passed
E003616,STU0131,C006,S10,F044,2026-01-17,Completed,67.7,B+,3.25,78.5,Passed
E003617,STU0131,C070,S10,F017,2026-01-02,Completed,60.1,B,3.0,65.5,Passed
E003618,STU0131,C006,S09,F008,2025-09-14,Completed,73.2,A-,3.5,84.0,Passed
E003619,STU0131,C011,S09,F017,2025-09-01,Completed,53.3,C+,2.5,84.2,Passed
E003620,STU0131,C028,S09,F008,2025-09-07,Enrolled,70.7,A-,3.5,74.3,Passed
E003621,STU0131,C060,S09,F044,2025-09-19,Completed,56.0,B-,2.75,99.8,Passed
E003622,STU0131,C034,S08,F008,2025-05-01,Completed,70.8,A-,3.5,77.4,Passed
E003623,STU0131,C026,S08,F017,2025-05-13,Completed,38.3,F,0.0,90.4,Failed
E003624,STU0131,C011,S08,F017,2025-05-04,Enrolled,70.1,A-,3.5,90.1,Passed
E003625,STU0131,C034,S06,F017,2024-09-18,Completed,100.0,A+,4.0,61.7,Passed
E003626,STU0131,C060,S06,F008,2024-09-03,Completed,77.3,A,3.75,78.8,Passed
E003627,STU0131,C026,S06,F017,2024-09-21,Enrolled,51.2,C+,2.5,88.5,Passed
E003628,STU0131,C028,S06,F008,2024-09-11,Completed,67.5,B+,3.25,69.7,Passed
E003629,STU0131,C034,S01,F008,2023-01-15,Completed,74.6,A-,3.5,100.0,Passed
E003630,STU0131,C070,S01,F008,2023-01-17,Withdrawn,94.6,A+,4.0,70.8,Passed
E003631,STU0131,C060,S01,F017,2023-01-15,Completed,59.5,B-,2.75,76.0,Passed
E003632,STU0131,C011,S01,F017,2023-01-14,Enrolled,60.1,B,3.0,93.6,Passed
E003633,STU0131,C026,S01,F008,2023-01-09,Enrolled,53.5,C+,2.5,69.2,Passed
E003634,STU0131,C034,S03,F008,2023-09-07,Enrolled,73.3,A-,3.5,71.4,Passed
E003635,STU0131,C026,S03,F044,2023-09-08,Completed,57.6,B-,2.75,84.1,Passed
E003636,STU0131,C060,S03,F008,2023-09-08,Completed,60.7,B,3.0,80.0,Passed
E003637,STU0131,C028,S03,F044,2023-09-05,Enrolled,74.8,A-,3.5,50.3,Passed
E003638,STU0131,C070,S03,F008,2023-09-06,Completed,82.1,A+,4.0,100.0,Passed
E003639,STU0132,C057,S01,F025,2023-01-18,Completed,73.0,A-,3.5,92.0,Passed
E003640,STU0132,C019,S01,F022,2023-01-07,Completed,68.3,B+,3.25,51.3,Passed
E003641,STU0132,C029,S01,F025,2023-01-17,Completed,79.5,A,3.75,82.7,Passed
E003642,STU0132,C001,S01,F022,2023-01-14,Enrolled,60.4,B,3.0,96.2,Passed
E003643,STU0132,C003,S01,F022,2023-01-03,Completed,63.3,B,3.0,81.7,Passed
E003644,STU0132,C019,S10,F025,2026-01-11,Completed,54.6,C+,2.5,59.5,Passed
E003645,STU0132,C001,S10,F022,2026-01-05,Completed,56.0,B-,2.75,86.4,Passed
E003646,STU0132,C029,S10,F022,2026-01-18,Enrolled,68.3,B+,3.25,80.4,Passed
E003647,STU0132,C003,S10,F025,2026-01-03,Enrolled,64.5,B,3.0,98.8,Passed
E003648,STU0132,C001,S07,F022,2025-01-01,Completed,75.4,A,3.75,84.4,Passed
E003649,STU0132,C007,S07,F022,2025-01-19,Completed,43.0,D,2.0,89.3,Passed
E003650,STU0132,C058,S07,F022,2025-01-08,Completed,58.2,B-,2.75,79.7,Passed
E003651,STU0132,C057,S07,F025,2025-01-10,Completed,32.1,F,0.0,63.8,Failed
E003652,STU0132,C003,S04,F022,2024-01-01,Completed,71.6,A-,3.5,93.1,Passed
E003653,STU0132,C019,S04,F025,2024-01-09,Enrolled,54.9,C+,2.5,62.1,Passed
E003654,STU0132,C029,S04,F025,2024-01-07,Enrolled,77.1,A,3.75,81.1,Passed
E003655,STU0132,C058,S08,F022,2025-05-05,Completed,71.0,A-,3.5,81.2,Passed
E003656,STU0132,C003,S08,F022,2025-05-03,Completed,50.5,C+,2.5,87.3,Passed
E003657,STU0132,C057,S08,F022,2025-05-19,Withdrawn,94.4,A+,4.0,80.4,Passed
E003658,STU0132,C001,S08,F025,2025-05-13,Completed,85.0,A+,4.0,90.2,Passed
E003659,STU0132,C003,S09,F022,2025-09-16,Enrolled,68.8,B+,3.25,97.4,Passed
E003660,STU0132,C057,S09,F025,2025-09-20,Completed,56.8,B-,2.75,76.1,Passed
E003661,STU0132,C058,S09,F022,2025-09-01,Completed,72.9,A-,3.5,68.9,Passed
E003662,STU0132,C007,S09,F022,2025-09-20,Completed,62.6,B,3.0,85.5,Passed
E003663,STU0132,C001,S05,F025,2024-05-11,Completed,70.8,A-,3.5,92.1,Passed
E003664,STU0132,C007,S05,F025,2024-05-21,Completed,76.5,A,3.75,91.6,Passed
E003665,STU0132,C003,S05,F025,2024-05-12,Withdrawn,97.5,A+,4.0,93.6,Passed
E003666,STU0132,C058,S05,F025,2024-05-13,Completed,47.7,C,2.25,83.2,Passed
E003667,STU0132,C029,S11,F022,2026-05-20,Completed,68.0,B+,3.25,77.7,Passed
E003668,STU0132,C057,S11,F022,2026-05-02,Completed,56.1,B-,2.75,91.0,Passed
E003669,STU0132,C003,S11,F022,2026-05-20,Completed,57.0,B-,2.75,90.4,Passed
E003670,STU0132,C007,S02,F022,2023-05-03,Completed,80.4,A+,4.0,77.8,Passed
E003671,STU0132,C001,S02,F025,2023-05-17,Completed,57.8,B-,2.75,56.6,Passed
E003672,STU0132,C029,S02,F022,2023-05-09,Completed,64.8,B,3.0,77.3,Passed
E003673,STU0132,C057,S02,F025,2023-05-21,Completed,64.2,B,3.0,79.3,Passed
E003674,STU0132,C019,S02,F022,2023-05-05,Completed,69.3,B+,3.25,87.4,Passed
E003675,STU0133,C028,S03,F017,2023-09-07,Completed,73.0,A-,3.5,81.8,Passed
E003676,STU0133,C060,S03,F017,2023-09-13,Completed,32.9,F,0.0,85.9,Failed
E003677,STU0133,C011,S03,F008,2023-09-19,Completed,73.9,A-,3.5,84.4,Passed
E003678,STU0133,C026,S03,F044,2023-09-14,Completed,73.5,A-,3.5,83.7,Passed
E003679,STU0133,C034,S03,F044,2023-09-09,Completed,79.6,A,3.75,88.5,Passed
E003680,STU0133,C028,S02,F044,2023-05-17,Completed,47.8,C,2.25,83.7,Passed
E003681,STU0133,C034,S02,F008,2023-05-07,Completed,77.1,A,3.75,77.7,Passed
E003682,STU0133,C070,S02,F017,2023-05-11,Completed,70.4,A-,3.5,98.8,Passed
E003683,STU0133,C011,S02,F008,2023-05-19,Completed,64.4,B,3.0,82.1,Passed
E003684,STU0133,C034,S08,F008,2025-05-19,Enrolled,74.4,A-,3.5,93.4,Passed
E003685,STU0133,C028,S08,F044,2025-05-13,Completed,63.8,B,3.0,71.0,Passed
E003686,STU0133,C011,S08,F017,2025-05-02,Completed,61.1,B,3.0,70.3,Passed
E003687,STU0133,C070,S08,F044,2025-05-08,Completed,75.4,A,3.75,87.9,Passed
E003688,STU0133,C026,S08,F044,2025-05-09,Completed,62.3,B,3.0,71.7,Passed
E003689,STU0133,C070,S04,F017,2024-01-10,Completed,80.4,A+,4.0,73.3,Passed
E003690,STU0133,C026,S04,F017,2024-01-17,Completed,65.2,B+,3.25,55.6,Passed
E003691,STU0133,C028,S04,F044,2024-01-21,Completed,53.6,C+,2.5,95.2,Passed
E003692,STU0133,C034,S04,F008,2024-01-11,Completed,70.9,A-,3.5,70.5,Passed
E003693,STU0133,C060,S04,F044,2024-01-10,Withdrawn,76.9,A,3.75,85.0,Passed
E003694,STU0133,C026,S09,F008,2025-09-12,Completed,43.5,D,2.0,73.9,Passed
E003695,STU0133,C028,S09,F044,2025-09-16,Withdrawn,88.4,A+,4.0,67.3,Passed
E003696,STU0133,C006,S09,F017,2025-09-16,Completed,75.2,A,3.75,70.3,Passed
E003697,STU0134,C017,S02,F014,2023-05-08,Completed,73.1,A-,3.5,83.5,Passed
E003698,STU0134,C039,S02,F021,2023-05-14,Completed,58.6,B-,2.75,76.9,Passed
E003699,STU0134,C002,S02,F002,2023-05-01,Enrolled,76.2,A,3.75,90.4,Passed
E003700,STU0134,C063,S02,F004,2023-05-14,Completed,80.0,A+,4.0,74.6,Passed
E003701,STU0134,C063,S05,F014,2024-05-09,Completed,59.3,B-,2.75,93.0,Passed
E003702,STU0134,C017,S05,F004,2024-05-09,Completed,65.2,B+,3.25,93.3,Passed
E003703,STU0134,C039,S05,F014,2024-05-21,Completed,65.5,B+,3.25,100.0,Passed
E003704,STU0134,C017,S10,F004,2026-01-01,Enrolled,89.2,A+,4.0,88.0,Passed
E003705,STU0134,C063,S10,F014,2026-01-08,Completed,59.4,B-,2.75,90.2,Passed
E003706,STU0134,C016,S10,F021,2026-01-17,Completed,44.9,D,2.0,80.1,Passed
E003707,STU0134,C017,S09,F021,2025-09-14,Completed,80.1,A+,4.0,84.2,Passed
E003708,STU0134,C002,S09,F002,2025-09-10,Enrolled,62.1,B,3.0,91.2,Passed
E003709,STU0134,C063,S09,F002,2025-09-16,Enrolled,60.3,B,3.0,79.1,Passed
E003710,STU0134,C002,S01,F002,2023-01-11,Completed,86.0,A+,4.0,98.8,Passed
E003711,STU0134,C063,S01,F002,2023-01-13,Enrolled,83.3,A+,4.0,77.7,Passed
E003712,STU0134,C016,S01,F004,2023-01-20,Completed,80.8,A+,4.0,74.3,Passed
E003713,STU0134,C002,S06,F004,2024-09-20,Enrolled,66.1,B+,3.25,87.5,Passed
E003714,STU0134,C039,S06,F021,2024-09-02,Completed,79.3,A,3.75,80.4,Passed
E003715,STU0134,C017,S06,F011,2024-09-07,Completed,75.6,A,3.75,76.9,Passed
E003716,STU0134,C063,S06,F004,2024-09-14,Completed,77.0,A,3.75,86.0,Passed
E003717,STU0134,C052,S06,F011,2024-09-16,Withdrawn,45.2,C,2.25,63.2,Passed
E003718,STU0135,C034,S03,F017,2023-09-19,Completed,66.5,B+,3.25,100.0,Passed
E003719,STU0135,C006,S03,F017,2023-09-01,Enrolled,64.2,B,3.0,96.7,Passed
E003720,STU0135,C026,S03,F044,2023-09-16,Completed,67.1,B+,3.25,87.0,Passed
E003721,STU0135,C028,S03,F044,2023-09-02,Completed,54.6,C+,2.5,100.0,Passed
E003722,STU0135,C070,S05,F008,2024-05-18,Completed,42.9,D,2.0,90.6,Passed
E003723,STU0135,C026,S05,F017,2024-05-06,Enrolled,83.0,A+,4.0,71.5,Passed
E003724,STU0135,C028,S05,F017,2024-05-14,Enrolled,65.9,B+,3.25,75.0,Passed
E003725,STU0135,C070,S04,F044,2024-01-20,Completed,58.2,B-,2.75,97.8,Passed
E003726,STU0135,C026,S04,F044,2024-01-12,Completed,39.0,F,0.0,97.7,Failed
E003727,STU0135,C034,S04,F008,2024-01-19,Completed,93.0,A+,4.0,63.8,Passed
E003728,STU0135,C011,S04,F008,2024-01-04,Completed,75.3,A,3.75,75.7,Passed
E003729,STU0135,C026,S01,F044,2023-01-21,Completed,62.5,B,3.0,66.7,Passed
E003730,STU0135,C070,S01,F017,2023-01-17,Completed,78.7,A,3.75,66.2,Passed
E003731,STU0135,C006,S01,F008,2023-01-15,Completed,60.6,B,3.0,79.8,Passed
E003732,STU0135,C028,S01,F008,2023-01-16,Enrolled,68.6,B+,3.25,80.4,Passed
E003733,STU0135,C034,S01,F008,2023-01-05,Completed,87.1,A+,4.0,88.5,Passed
E003734,STU0135,C006,S10,F008,2026-01-16,Completed,49.4,C,2.25,66.9,Passed
E003735,STU0135,C028,S10,F044,2026-01-15,Completed,73.1,A-,3.5,60.9,Passed
E003736,STU0135,C026,S10,F008,2026-01-10,Completed,55.9,B-,2.75,87.8,Passed
E003737,STU0135,C060,S10,F044,2026-01-17,Enrolled,62.0,B,3.0,74.6,Passed
E003738,STU0135,C034,S10,F044,2026-01-18,Completed,58.3,B-,2.75,40.1,Passed
E003739,STU0135,C026,S11,F044,2026-05-05,Completed,55.5,B-,2.75,59.2,Passed
E003740,STU0135,C006,S11,F008,2026-05-17,Enrolled,75.7,A,3.75,84.0,Passed
E003741,STU0135,C034,S11,F017,2026-05-21,Completed,74.3,A-,3.5,92.2,Passed
E003742,STU0135,C011,S11,F008,2026-05-02,Completed,76.1,A,3.75,64.1,Passed
E003743,STU0135,C070,S11,F008,2026-05-10,Completed,72.1,A-,3.5,72.4,Passed
E003744,STU0136,C058,S10,F025,2026-01-10,Completed,76.9,A,3.75,86.5,Passed
E003745,STU0136,C007,S10,F025,2026-01-06,Completed,61.3,B,3.0,91.3,Passed
E003746,STU0136,C057,S10,F022,2026-01-20,Completed,58.0,B-,2.75,85.9,Passed
E003747,STU0136,C003,S10,F022,2026-01-13,Completed,59.8,B-,2.75,65.2,Passed
E003748,STU0136,C019,S10,F025,2026-01-10,Completed,75.3,A,3.75,65.6,Passed
E003749,STU0136,C019,S02,F025,2023-05-14,Completed,57.0,B-,2.75,89.8,Passed
E003750,STU0136,C001,S02,F025,2023-05-16,Completed,78.5,A,3.75,90.6,Passed
E003751,STU0136,C029,S02,F025,2023-05-14,Completed,65.6,B+,3.25,77.9,Passed
E003752,STU0136,C058,S02,F022,2023-05-15,Completed,58.9,B-,2.75,85.5,Passed
