PaymentID,StudentID,SemesterID,TotalPayable,AmountPaid,OutstandingAmount,PaymentStatus,PaymentDate,PaymentMethod
P001033,STU0173,S10,52000,26000.0,26000.0,Partial,2026-01-09,Cash
P001034,STU0173,S03,60000,30000.0,30000.0,Partial,2023-10-24,Mobile Banking
P001035,STU0173,S08,45000,33750.0,11250.0,Partial,2025-06-12,Cash
P001036,STU0174,S08,68000,34000.0,34000.0,Partial,2025-06-19,Cash
P001037,STU0174,S10,52000,0.0,52000.0,Unpaid,,Mobile Banking
P001038,STU0174,S09,60000,0.0,60000.0,Unpaid,,Bank
P001039,STU0174,S04,45000,33750.0,11250.0,Partial,2024-01-05,Bank
P001040,STU0174,S06,60000,60000.0,0.0,Paid,2024-10-30,Bank
P001041,STU0174,S02,52000,39000.0,13000.0,Partial,2023-05-06,Bank
P001042,STU0174,S05,68000,34000.0,34000.0,Partial,2024-05-29,Cash
P001043,STU0175,S06,45000,22500.0,22500.0,Partial,2024-09-08,Bank
P001044,STU0175,S09,45000,0.0,45000.0,Unpaid,,Bank
P001045,STU0175,S08,45000,22500.0,22500.0,Partial,2025-05-20,Cash
P001046,STU0175,S01,45000,45000.0,0.0,Paid,2023-01-26,Card
P001047,STU0176,S07,68000,0.0,68000.0,Unpaid,,Cash
P001048,STU0176,S04,60000,30000.0,30000.0,Partial,2024-01-05,Bank
P001049,STU0176,S01,60000,60000.0,0.0,Paid,2023-02-17,Bank
P001050,STU0176,S08,52000,0.0,52000.0,Unpaid,,Cash
P001051,STU0176,S10,68000,34000.0,34000.0,Partial,2026-02-25,Bank
P001052,STU0176,S02,45000,33750.0,11250.0,Partial,2023-06-28,Card
P001053,STU0176,S06,52000,39000.0,13000.0,Partial,2024-09-11,Bank
P001054,STU0177,S09,45000,45000.0,0.0,Paid,2025-10-31,Bank
P001055,STU0177,S03,75000,75000.0,0.0,Paid,2023-10-27,Mobile Banking
P001056,STU0177,S04,45000,45000.0,0.0,Paid,2024-01-25,Mobile Banking
P001057,STU0177,S05,68000,34000.0,34000.0,Partial,2024-05-13,Cash
P001058,STU0177,S07,60000,60000.0,0.0,Paid,2025-01-19,Card
P001059,STU0177,S11,52000,0.0,52000.0,Unpaid,,Bank
P001060,STU0178,S09,60000,45000.0,15000.0,Partial,2025-10-29,Card
P001061,STU0178,S08,60000,60000.0,0.0,Paid,2025-05-25,Card
P001062,STU0178,S01,45000,0.0,45000.0,Unpaid,,Mobile Banking
P001063,STU0178,S10,45000,0.0,45000.0,Unpaid,,Cash
P001064,STU0178,S05,68000,68000.0,0.0,Paid,2024-06-05,Bank
P001065,STU0179,S08,75000,75000.0,0.0,Paid,2025-06-13,Mobile Banking
P001066,STU0179,S11,52000,0.0,52000.0,Unpaid,,Card
P001067,STU0179,S10,45000,33750.0,11250.0,Partial,2026-03-02,Bank
P001068,STU0179,S01,68000,34000.0,34000.0,Partial,2023-01-21,Mobile Banking
P001069,STU0179,S06,75000,37500.0,37500.0,Partial,2024-09-02,Bank
P001070,STU0180,S03,68000,51000.0,17000.0,Partial,2023-10-15,Mobile Banking
P001071,STU0180,S09,60000,30000.0,30000.0,Partial,2025-09-10,Bank
P001072,STU0180,S05,68000,68000.0,0.0,Paid,2024-05-31,Cash
P001073,STU0180,S06,45000,0.0,45000.0,Unpaid,,Mobile Banking
P001074,STU0181,S03,75000,56250.0,18750.0,Partial,2023-10-04,Cash
P001075,STU0181,S08,68000,51000.0,17000.0,Partial,2025-06-20,Mobile Banking
P001076,STU0181,S11,45000,45000.0,0.0,Paid,2026-06-19,Mobile Banking
P001077,STU0181,S02,75000,56250.0,18750.0,Partial,2023-06-29,Card
P001078,STU0181,S07,75000,0.0,75000.0,Unpaid,,Mobile Banking
P001079,STU0181,S01,52000,26000.0,26000.0,Partial,2023-01-15,Mobile Banking
P001080,STU0182,S02,68000,51000.0,17000.0,Partial,2023-06-22,Mobile Banking
P001081,STU0182,S09,45000,45000.0,0.0,Paid,2025-09-16,Bank
P001082,STU0182,S01,45000,45000.0,0.0,Paid,2023-01-21,Mobile Banking
P001083,STU0182,S10,68000,51000.0,17000.0,Partial,2026-01-28,Mobile Banking
P001084,STU0182,S03,52000,52000.0,0.0,Paid,2023-10-03,Card
P001085,STU0182,S06,52000,52000.0,0.0,Paid,2024-10-22,Bank
P001086,STU0183,S08,60000,60000.0,0.0,Paid,2025-06-19,Mobile Banking
P001087,STU0183,S02,68000,68000.0,0.0,Paid,2023-06-30,Card
P001088,STU0183,S04,68000,68000.0,0.0,Paid,2024-01-25,Bank
P001089,STU0183,S01,60000,60000.0,0.0,Paid,2023-01-18,Card
P001090,STU0183,S05,52000,52000.0,0.0,Paid,2024-05-09,Mobile Banking
P001091,STU0183,S09,68000,34000.0,34000.0,Partial,2025-10-22,Bank
P001092,STU0183,S11,68000,68000.0,0.0,Paid,2026-05-16,Cash
P001093,STU0184,S03,52000,52000.0,0.0,Paid,2023-09-06,Card
P001094,STU0184,S05,75000,75000.0,0.0,Paid,2024-05-29,Cash
P001095,STU0184,S08,68000,68000.0,0.0,Paid,2025-06-17,Card
P001096,STU0184,S09,68000,68000.0,0.0,Paid,2025-10-18,Mobile Banking
P001097,STU0185,S09,68000,34000.0,34000.0,Partial,2025-09-14,Cash
P001098,STU0185,S05,60000,60000.0,0.0,Paid,2024-05-08,Cash
P001099,STU0185,S04,52000,52000.0,0.0,Paid,2024-02-19,Card
P001100,STU0185,S11,68000,68000.0,0.0,Paid,2026-06-10,Card
P001101,STU0185,S02,75000,37500.0,37500.0,Partial,2023-06-28,Cash
P001102,STU0185,S10,68000,0.0,68000.0,Unpaid,,Card
P001103,STU0185,S08,60000,60000.0,0.0,Paid,2025-06-04,Bank
P001104,STU0186,S02,68000,0.0,68000.0,Unpaid,,Cash
P001105,STU0186,S11,75000,37500.0,37500.0,Partial,2026-06-06,Mobile Banking
P001106,STU0186,S08,52000,52000.0,0.0,Paid,2025-06-14,Bank
P001107,STU0186,S05,60000,0.0,60000.0,Unpaid,,Cash
P001108,STU0186,S01,45000,45000.0,0.0,Paid,2023-02-14,Mobile Banking
P001109,STU0187,S01,60000,60000.0,0.0,Paid,2023-02-12,Card
P001110,STU0187,S05,60000,30000.0,30000.0,Partial,2024-05-30,Bank
P001111,STU0187,S02,52000,26000.0,26000.0,Partial,2023-05-04,Mobile Banking
P001112,STU0187,S08,52000,39000.0,13000.0,Partial,2025-05-29,Card
P001113,STU0187,S04,68000,51000.0,17000.0,Partial,2024-01-04,Bank
P001114,STU0187,S06,45000,45000.0,0.0,Paid,2024-09-06,Mobile Banking
P001115,STU0188,S03,45000,45000.0,0.0,Paid,2023-09-24,Card
P001116,STU0188,S05,68000,68000.0,0.0,Paid,2024-05-24,Cash
P001117,STU0188,S04,75000,56250.0,18750.0,Partial,2024-01-20,Bank
P001118,STU0188,S02,60000,0.0,60000.0,Unpaid,,Bank
P001119,STU0188,S09,45000,22500.0,22500.0,Partial,2025-09-20,Mobile Banking
P001120,STU0189,S05,45000,33750.0,11250.0,Partial,2024-06-26,Bank
P001121,STU0189,S11,60000,60000.0,0.0,Paid,2026-05-31,Card
P001122,STU0189,S08,68000,0.0,68000.0,Unpaid,,Mobile Banking
P001123,STU0189,S09,60000,0.0,60000.0,Unpaid,,Cash
P001124,STU0190,S03,68000,68000.0,0.0,Paid,2023-09-07,Bank
P001125,STU0190,S06,68000,34000.0,34000.0,Partial,2024-10-18,Card
P001126,STU0190,S10,68000,68000.0,0.0,Paid,2026-01-10,Card
P001127,STU0190,S11,75000,0.0,75000.0,Unpaid,,Mobile Banking
P001128,STU0191,S07,75000,37500.0,37500.0,Partial,2025-02-05,Mobile Banking
P001129,STU0191,S06,68000,68000.0,0.0,Paid,2024-10-24,Cash
P001130,STU0191,S01,60000,0.0,60000.0,Unpaid,,Card
P001131,STU0191,S08,75000,37500.0,37500.0,Partial,2025-05-13,Bank
P001132,STU0191,S09,45000,0.0,45000.0,Unpaid,,Mobile Banking
P001133,STU0191,S05,60000,60000.0,0.0,Paid,2024-05-18,Mobile Banking
P001134,STU0192,S01,45000,45000.0,0.0,Paid,2023-02-23,Cash
P001135,STU0192,S05,60000,30000.0,30000.0,Partial,2024-06-24,Cash
P001136,STU0192,S07,68000,68000.0,0.0,Paid,2025-02-16,Mobile Banking
P001137,STU0192,S10,68000,68000.0,0.0,Paid,2026-02-12,Bank
P001138,STU0192,S06,75000,75000.0,0.0,Paid,2024-10-30,Cash
P001139,STU0192,S03,45000,45000.0,0.0,Paid,2023-10-03,Cash
P001140,STU0193,S11,52000,0.0,52000.0,Unpaid,,Mobile Banking
P001141,STU0193,S01,68000,51000.0,17000.0,Partial,2023-02-14,Cash
P001142,STU0193,S10,68000,68000.0,0.0,Paid,2026-01-18,Bank
P001143,STU0193,S04,52000,26000.0,26000.0,Partial,2024-01-23,Bank
P001144,STU0193,S03,60000,30000.0,30000.0,Partial,2023-09-25,Mobile Banking
P001145,STU0194,S10,60000,0.0,60000.0,Unpaid,,Bank
P001146,STU0194,S05,68000,34000.0,34000.0,Partial,2024-06-03,Cash
P001147,STU0194,S01,52000,39000.0,13000.0,Partial,2023-02-27,Card
P001148,STU0194,S04,68000,34000.0,34000.0,Partial,2024-01-26,Cash
P001149,STU0195,S05,52000,0.0,52000.0,Unpaid,,Cash
P001150,STU0195,S04,68000,68000.0,0.0,Paid,2024-02-11,Card
P001151,STU0195,S10,45000,45000.0,0.0,Paid,2026-01-04,Card
P001152,STU0195,S01,68000,34000.0,34000.0,Partial,2023-01-22,Mobile Banking
P001153,STU0195,S03,75000,75000.0,0.0,Paid,2023-09-29,Cash
P001154,STU0195,S07,75000,75000.0,0.0,Paid,2025-01-02,Cash
P001155,STU0196,S11,68000,68000.0,0.0,Paid,2026-06-28,Bank
P001156,STU0196,S05,45000,45000.0,0.0,Paid,2024-05-30,Cash
P001157,STU0196,S10,52000,0.0,52000.0,Unpaid,,Card
P001158,STU0196,S04,60000,60000.0,0.0,Paid,2024-02-05,Mobile Banking
P001159,STU0196,S03,45000,45000.0,0.0,Paid,2023-10-08,Cash
P001160,STU0197,S09,75000,75000.0,0.0,Paid,2025-10-17,Mobile Banking
P001161,STU0197,S10,60000,60000.0,0.0,Paid,2026-01-03,Cash
P001162,STU0197,S07,75000,37500.0,37500.0,Partial,2025-02-17,Mobile Banking
P001163,STU0197,S03,45000,33750.0,11250.0,Partial,2023-09-19,Card
P001164,STU0197,S11,60000,60000.0,0.0,Paid,2026-05-21,Card
P001165,STU0198,S01,75000,56250.0,18750.0,Partial,2023-01-07,Bank
P001166,STU0198,S02,45000,22500.0,22500.0,Partial,2023-06-08,Card
P001167,STU0198,S03,45000,45000.0,0.0,Paid,2023-09-03,Bank
P001168,STU0198,S10,68000,68000.0,0.0,Paid,2026-01-30,Mobile Banking
P001169,STU0198,S11,75000,75000.0,0.0,Paid,2026-05-16,Card
P001170,STU0198,S08,75000,75000.0,0.0,Paid,2025-06-22,Bank
P001171,STU0198,S09,45000,22500.0,22500.0,Partial,2025-09-20,Bank
P001172,STU0198,S04,68000,0.0,68000.0,Unpaid,,Card
P001173,STU0199,S08,60000,60000.0,0.0,Paid,2025-05-23,Card
P001174,STU0199,S05,75000,75000.0,0.0,Paid,2024-06-07,Cash
P001175,STU0199,S01,45000,45000.0,0.0,Paid,2023-01-05,Mobile Banking
P001176,STU0199,S02,68000,68000.0,0.0,Paid,2023-06-05,Card
P001177,STU0200,S09,68000,34000.0,34000.0,Partial,2025-10-12,Cash
P001178,STU0200,S11,68000,34000.0,34000.0,Partial,2026-06-28,Card
P001179,STU0200,S04,68000,0.0,68000.0,Unpaid,,Mobile Banking
P001180,STU0200,S05,75000,0.0,75000.0,Unpaid,,Bank
P001181,STU0200,S01,60000,45000.0,15000.0,Partial,2023-02-04,Cash
P001182,STU0201,S04,45000,45000.0,0.0,Paid,2024-02-06,Card
P001183,STU0201,S09,52000,52000.0,0.0,Paid,2025-10-05,Mobile Banking
P001184,STU0201,S01,75000,37500.0,37500.0,Partial,2023-02-27,Card
P001185,STU0201,S10,60000,60000.0,0.0,Paid,2026-01-02,Card
P001186,STU0201,S08,45000,45000.0,0.0,Paid,2025-05-30,Mobile Banking
P001187,STU0201,S03,52000,52000.0,0.0,Paid,2023-09-27,Mobile Banking
P001188,STU0201,S02,60000,45000.0,15000.0,Partial,2023-05-01,Bank
P001189,STU0202,S05,45000,22500.0,22500.0,Partial,2024-06-05,Bank
P001190,STU0202,S11,60000,45000.0,15000.0,Partial,2026-05-16,Mobile Banking
P001191,STU0202,S10,52000,0.0,52000.0,Unpaid,,Card
P001192,STU0202,S08,68000,68000.0,0.0,Paid,2025-06-01,Cash
P001193,STU0203,S07,75000,37500.0,37500.0,Partial,2025-01-12,Cash
P001194,STU0203,S11,68000,68000.0,0.0,Paid,2026-06-21,Card
P001195,STU0203,S02,45000,22500.0,22500.0,Partial,2023-05-25,Cash
P001196,STU0203,S10,52000,26000.0,26000.0,Partial,2026-02-20,Bank
P001197,STU0203,S09,52000,26000.0,26000.0,Partial,2025-09-14,Card
P001198,STU0203,S04,52000,52000.0,0.0,Paid,2024-01-30,Bank
P001199,STU0203,S08,52000,26000.0,26000.0,Partial,2025-05-01,Card
P001200,STU0203,S03,45000,33750.0,11250.0,Partial,2023-09-15,Card
P001201,STU0204,S06,68000,34000.0,34000.0,Partial,2024-09-24,Card
P001202,STU0204,S11,60000,60000.0,0.0,Paid,2026-05-29,Mobile Banking
P001203,STU0204,S04,52000,0.0,52000.0,Unpaid,,Bank
P001204,STU0204,S07,45000,22500.0,22500.0,Partial,2025-01-02,Bank
P001205,STU0204,S02,52000,0.0,52000.0,Unpaid,,Cash
P001206,STU0204,S08,45000,45000.0,0.0,Paid,2025-06-01,Mobile Banking
P001207,STU0204,S10,45000,0.0,45000.0,Unpaid,,Mobile Banking
P001208,STU0204,S05,60000,30000.0,30000.0,Partial,2024-05-10,Cash
P001209,STU0205,S08,75000,37500.0,37500.0,Partial,2025-05-09,Cash
P001210,STU0205,S06,60000,30000.0,30000.0,Partial,2024-09-08,Mobile Banking
P001211,STU0205,S04,68000,0.0,68000.0,Unpaid,,Cash
P001212,STU0205,S10,60000,60000.0,0.0,Paid,2026-02-22,Mobile Banking
P001213,STU0205,S07,68000,0.0,68000.0,Unpaid,,Cash
P001214,STU0205,S09,45000,22500.0,22500.0,Partial,2025-10-03,Card
P001215,STU0205,S05,68000,34000.0,34000.0,Partial,2024-06-06,Mobile Banking
P001216,STU0205,S03,75000,75000.0,0.0,Paid,2023-09-28,Cash
P001217,STU0206,S11,68000,68000.0,0.0,Paid,2026-06-20,Cash
P001218,STU0206,S06,45000,0.0,45000.0,Unpaid,,Card
P001219,STU0206,S03,60000,45000.0,15000.0,Partial,2023-10-23,Mobile Banking
P001220,STU0206,S10,75000,0.0,75000.0,Unpaid,,Bank
P001221,STU0206,S05,52000,52000.0,0.0,Paid,2024-06-12,Bank
P001222,STU0206,S02,75000,56250.0,18750.0,Partial,2023-06-17,Card
P001223,STU0206,S07,75000,56250.0,18750.0,Partial,2025-02-17,Bank
P001224,STU0207,S02,60000,60000.0,0.0,Paid,2023-05-13,Cash
P001225,STU0207,S06,75000,0.0,75000.0,Unpaid,,Bank
P001226,STU0207,S07,52000,39000.0,13000.0,Partial,2025-02-16,Mobile Banking
P001227,STU0207,S09,52000,52000.0,0.0,Paid,2025-09-02,Bank
P001228,STU0208,S09,45000,0.0,45000.0,Unpaid,,Mobile Banking
P001229,STU0208,S08,60000,45000.0,15000.0,Partial,2025-05-15,Bank
P001230,STU0208,S01,68000,68000.0,0.0,Paid,2023-02-18,Cash
P001231,STU0208,S05,60000,0.0,60000.0,Unpaid,,Cash
P001232,STU0209,S01,75000,0.0,75000.0,Unpaid,,Card
P001233,STU0209,S04,45000,33750.0,11250.0,Partial,2024-02-10,Mobile Banking
P001234,STU0209,S10,75000,56250.0,18750.0,Partial,2026-02-11,Cash
P001235,STU0209,S09,52000,52000.0,0.0,Paid,2025-10-12,Cash
P001236,STU0209,S08,60000,60000.0,0.0,Paid,2025-05-17,Mobile Banking
P001237,STU0210,S02,52000,39000.0,13000.0,Partial,2023-05-18,Mobile Banking
P001238,STU0210,S05,68000,0.0,68000.0,Unpaid,,Bank
P001239,STU0210,S04,45000,33750.0,11250.0,Partial,2024-02-29,Mobile Banking
P001240,STU0210,S11,52000,39000.0,13000.0,Partial,2026-05-17,Cash
P001241,STU0210,S06,68000,68000.0,0.0,Paid,2024-10-21,Bank
P001242,STU0210,S10,75000,56250.0,18750.0,Partial,2026-01-25,Card
P001243,STU0210,S03,52000,26000.0,26000.0,Partial,2023-10-23,Bank
P001244,STU0211,S05,60000,0.0,60000.0,Unpaid,,Card
P001245,STU0211,S10,68000,68000.0,0.0,Paid,2026-03-02,Card
P001246,STU0211,S11,75000,75000.0,0.0,Paid,2026-06-23,Mobile Banking
P001247,STU0211,S04,52000,52000.0,0.0,Paid,2024-02-19,Mobile Banking
P001248,STU0211,S01,75000,56250.0,18750.0,Partial,2023-02-22,Cash
P001249,STU0211,S09,75000,75000.0,0.0,Paid,2025-09-24,Card
P001250,STU0212,S06,68000,0.0,68000.0,Unpaid,,Cash
P001251,STU0212,S03,52000,52000.0,0.0,Paid,2023-09-28,Card
P001252,STU0212,S01,52000,52000.0,0.0,Paid,2023-02-27,Mobile Banking
P001253,STU0212,S02,45000,45000.0,0.0,Paid,2023-05-23,Card
P001254,STU0212,S07,75000,0.0,75000.0,Unpaid,,Card
P001255,STU0212,S05,45000,45000.0,0.0,Paid,2024-05-25,Cash
P001256,STU0212,S04,52000,39000.0,13000.0,Partial,2024-01-12,Mobile Banking
P001257,STU0213,S05,68000,34000.0,34000.0,Partial,2024-05-24,Cash
P001258,STU0213,S09,45000,0.0,45000.0,Unpaid,,Bank
P001259,STU0213,S07,60000,0.0,60000.0,Unpaid,,Mobile Banking
P001260,STU0213,S02,75000,75000.0,0.0,Paid,2023-05-25,Mobile Banking
P001261,STU0214,S05,60000,60000.0,0.0,Paid,2024-05-15,Cash
P001262,STU0214,S03,52000,52000.0,0.0,Paid,2023-09-20,Cash
P001263,STU0214,S10,52000,0.0,52000.0,Unpaid,,Bank
P001264,STU0214,S04,68000,0.0,68000.0,Unpaid,,Cash
P001265,STU0214,S02,60000,30000.0,30000.0,Partial,2023-05-31,Bank
P001266,STU0214,S06,75000,56250.0,18750.0,Partial,2024-10-18,Mobile Banking
P001267,STU0214,S01,60000,60000.0,0.0,Paid,2023-01-04,Bank
P001268,STU0215,S10,60000,0.0,60000.0,Unpaid,,Bank
P001269,STU0215,S06,75000,75000.0,0.0,Paid,2024-09-08,Card
P001270,STU0215,S01,60000,30000.0,30000.0,Partial,2023-02-19,Cash
P001271,STU0215,S05,52000,0.0,52000.0,Unpaid,,Mobile Banking
P001272,STU0215,S03,60000,60000.0,0.0,Paid,2023-09-23,Mobile Banking
P001273,STU0215,S11,75000,37500.0,37500.0,Partial,2026-05-05,Mobile Banking
P001274,STU0216,S10,68000,0.0,68000.0,Unpaid,,Cash
P001275,STU0216,S08,68000,68000.0,0.0,Paid,2025-05-04,Mobile Banking
P001276,STU0216,S02,68000,51000.0,17000.0,Partial,2023-06-11,Bank
P001277,STU0216,S07,60000,30000.0,30000.0,Partial,2025-01-18,Card
P001278,STU0217,S10,60000,0.0,60000.0,Unpaid,,Bank
P001279,STU0217,S02,68000,68000.0,0.0,Paid,2023-06-08,Mobile Banking
P001280,STU0217,S11,52000,52000.0,0.0,Paid,2026-06-05,Card
P001281,STU0217,S03,60000,60000.0,0.0,Paid,2023-10-29,Mobile Banking
P001282,STU0217,S06,45000,45000.0,0.0,Paid,2024-10-22,Card
P001283,STU0218,S06,75000,75000.0,0.0,Paid,2024-10-15,Card
P001284,STU0218,S02,45000,22500.0,22500.0,Partial,2023-05-26,Cash
P001285,STU0218,S07,75000,37500.0,37500.0,Partial,2025-01-07,Bank
P001286,STU0218,S10,60000,0.0,60000.0,Unpaid,,Mobile Banking
P001287,STU0218,S11,52000,52000.0,0.0,Paid,2026-05-19,Card
P001288,STU0218,S04,45000,22500.0,22500.0,Partial,2024-01-04,Bank
P001289,STU0218,S09,60000,60000.0,0.0,Paid,2025-09-18,Bank
P001290,STU0219,S11,75000,56250.0,18750.0,Partial,2026-06-04,Card
P001291,STU0219,S09,45000,22500.0,22500.0,Partial,2025-09-17,Card
P001292,STU0219,S10,60000,60000.0,0.0,Paid,2026-02-09,Cash
P001293,STU0219,S05,52000,39000.0,13000.0,Partial,2024-06-18,Cash
P001294,STU0219,S03,68000,51000.0,17000.0,Partial,2023-10-05,Mobile Banking
P001295,STU0220,S05,45000,22500.0,22500.0,Partial,2024-06-28,Cash
P001296,STU0220,S03,75000,75000.0,0.0,Paid,2023-10-29,Cash
P001297,STU0220,S08,45000,22500.0,22500.0,Partial,2025-06-08,Bank
P001298,STU0220,S07,75000,0.0,75000.0,Unpaid,,Cash
P001299,STU0220,S02,52000,0.0,52000.0,Unpaid,,Cash
P001300,STU0221,S06,75000,75000.0,0.0,Paid,2024-10-04,Mobile Banking
P001301,STU0221,S07,75000,75000.0,0.0,Paid,2025-01-21,Bank
P001302,STU0221,S05,75000,75000.0,0.0,Paid,2024-06-29,Bank
P001303,STU0221,S11,60000,30000.0,30000.0,Partial,2026-06-23,Cash
P001304,STU0221,S09,75000,0.0,75000.0,Unpaid,,Card
P001305,STU0222,S04,60000,30000.0,30000.0,Partial,2024-02-25,Cash
P001306,STU0222,S05,68000,51000.0,17000.0,Partial,2024-05-17,Cash
P001307,STU0222,S01,75000,0.0,75000.0,Unpaid,,Card
P001308,STU0222,S02,60000,60000.0,0.0,Paid,2023-06-22,Mobile Banking
P001309,STU0222,S07,52000,26000.0,26000.0,Partial,2025-02-17,Card
P001310,STU0222,S06,52000,52000.0,0.0,Paid,2024-10-19,Card
P001311,STU0223,S02,75000,75000.0,0.0,Paid,2023-06-06,Bank
P001312,STU0223,S09,75000,75000.0,0.0,Paid,2025-09-04,Card
P001313,STU0223,S03,45000,33750.0,11250.0,Partial,2023-10-01,Bank
P001314,STU0223,S04,60000,30000.0,30000.0,Partial,2024-01-03,Cash
P001315,STU0223,S10,68000,51000.0,17000.0,Partial,2026-02-13,Card
P001316,STU0223,S07,45000,22500.0,22500.0,Partial,2025-01-07,Cash
P001317,STU0223,S11,60000,0.0,60000.0,Unpaid,,Card
P001318,STU0224,S05,45000,22500.0,22500.0,Partial,2024-06-21,Card
P001319,STU0224,S07,45000,45000.0,0.0,Paid,2025-02-02,Bank
P001320,STU0224,S02,60000,60000.0,0.0,Paid,2023-06-30,Mobile Banking
P001321,STU0224,S01,75000,75000.0,0.0,Paid,2023-01-02,Cash
P001322,STU0225,S10,75000,37500.0,37500.0,Partial,2026-01-03,Cash
P001323,STU0225,S01,68000,51000.0,17000.0,Partial,2023-01-16,Mobile Banking
P001324,STU0225,S07,68000,0.0,68000.0,Unpaid,,Cash
P001325,STU0225,S05,60000,60000.0,0.0,Paid,2024-05-01,Bank
P001326,STU0225,S06,75000,75000.0,0.0,Paid,2024-10-14,Bank
P001327,STU0225,S09,45000,45000.0,0.0,Paid,2025-10-02,Bank
P001328,STU0225,S11,60000,45000.0,15000.0,Partial,2026-05-29,Mobile Banking
P001329,STU0225,S02,45000,33750.0,11250.0,Partial,2023-05-16,Card
P001330,STU0226,S01,68000,51000.0,17000.0,Partial,2023-01-09,Mobile Banking
P001331,STU0226,S09,52000,26000.0,26000.0,Partial,2025-10-14,Card
P001332,STU0226,S02,68000,68000.0,0.0,Paid,2023-06-20,Cash
P001333,STU0226,S04,60000,45000.0,15000.0,Partial,2024-02-09,Mobile Banking
P001334,STU0226,S07,60000,0.0,60000.0,Unpaid,,Bank
P001335,STU0226,S05,68000,0.0,68000.0,Unpaid,,Mobile Banking
P001336,STU0226,S08,60000,30000.0,30000.0,Partial,2025-06-30,Mobile Banking
P001337,STU0226,S10,68000,0.0,68000.0,Unpaid,,Bank
P001338,STU0227,S09,75000,0.0,75000.0,Unpaid,,Card
P001339,STU0227,S03,68000,68000.0,0.0,Paid,2023-10-25,Cash
P001340,STU0227,S02,75000,56250.0,18750.0,Partial,2023-05-29,Mobile Banking
P001341,STU0227,S11,60000,60000.0,0.0,Paid,2026-06-09,Cash
P001342,STU0227,S10,45000,22500.0,22500.0,Partial,2026-01-20,Card
P001343,STU0228,S11,75000,0.0,75000.0,Unpaid,,Cash
P001344,STU0228,S05,45000,22500.0,22500.0,Partial,2024-06-06,Mobile Banking
P001345,STU0228,S01,45000,22500.0,22500.0,Partial,2023-01-12,Card
P001346,STU0228,S06,75000,37500.0,37500.0,Partial,2024-09-03,Mobile Banking
P001347,STU0228,S04,75000,37500.0,37500.0,Partial,2024-01-18,Cash
P001348,STU0228,S09,68000,68000.0,0.0,Paid,2025-09-27,Bank
P001349,STU0228,S02,60000,60000.0,0.0,Paid,2023-05-14,Card
P001350,STU0228,S03,68000,51000.0,17000.0,Partial,2023-09-17,Cash
P001351,STU0229,S09,75000,0.0,75000.0,Unpaid,,Mobile Banking
P001352,STU0229,S05,45000,45000.0,0.0,Paid,2024-05-04,Mobile Banking
P001353,STU0229,S08,52000,39000.0,13000.0,Partial,2025-05-01,Mobile Banking
P001354,STU0229,S11,75000,75000.0,0.0,Paid,2026-06-12,Mobile Banking
P001355,STU0230,S09,60000,30000.0,30000.0,Partial,2025-09-27,Mobile Banking
P001356,STU0230,S08,52000,0.0,52000.0,Unpaid,,Bank
P001357,STU0230,S07,45000,0.0,45000.0,Unpaid,,Cash
P001358,STU0230,S10,60000,60000.0,0.0,Paid,2026-01-17,Mobile Banking
P001359,STU0230,S11,52000,52000.0,0.0,Paid,2026-05-26,Mobile Banking
P001360,STU0230,S04,68000,68000.0,0.0,Paid,2024-02-21,Mobile Banking
P001361,STU0231,S07,60000,60000.0,0.0,Paid,2025-01-12,Bank
P001362,STU0231,S03,75000,0.0,75000.0,Unpaid,,Card
P001363,STU0231,S11,75000,75000.0,0.0,Paid,2026-06-06,Mobile Banking
P001364,STU0231,S05,45000,45000.0,0.0,Paid,2024-05-24,Bank
P001365,STU0231,S04,68000,68000.0,0.0,Paid,2024-02-12,Card
P001366,STU0231,S08,45000,45000.0,0.0,Paid,2025-06-11,Mobile Banking
P001367,STU0231,S01,60000,60000.0,0.0,Paid,2023-02-16,Card
P001368,STU0231,S06,68000,51000.0,17000.0,Partial,2024-10-21,Cash
P001369,STU0232,S06,52000,26000.0,26000.0,Partial,2024-09-07,Cash
P001370,STU0232,S08,60000,30000.0,30000.0,Partial,2025-05-02,Mobile Banking
P001371,STU0232,S01,75000,75000.0,0.0,Paid,2023-01-08,Cash
P001372,STU0232,S05,45000,45000.0,0.0,Paid,2024-05-07,Card
P001373,STU0233,S06,75000,75000.0,0.0,Paid,2024-10-12,Card
P001374,STU0233,S01,68000,34000.0,34000.0,Partial,2023-01-04,Bank
P001375,STU0233,S10,68000,68000.0,0.0,Paid,2026-02-22,Card
P001376,STU0233,S03,60000,0.0,60000.0,Unpaid,,Cash
P001377,STU0233,S07,68000,51000.0,17000.0,Partial,2025-02-28,Cash
P001378,STU0234,S03,52000,39000.0,13000.0,Partial,2023-10-16,Cash
P001379,STU0234,S05,75000,75000.0,0.0,Paid,2024-05-16,Bank
P001380,STU0234,S04,45000,0.0,45000.0,Unpaid,,Mobile Banking
P001381,STU0234,S01,60000,45000.0,15000.0,Partial,2023-01-02,Bank
P001382,STU0234,S10,60000,60000.0,0.0,Paid,2026-01-15,Bank
P001383,STU0234,S06,60000,45000.0,15000.0,Partial,2024-10-30,Mobile Banking
P001384,STU0235,S05,45000,33750.0,11250.0,Partial,2024-06-30,Bank
P001385,STU0235,S04,52000,0.0,52000.0,Unpaid,,Bank
